530,KH,39370
531,PE,47347
532,BE,48469
533,AR,33476
534,SA,27393
535,SL,35657
536,KE,40554
537,DO,17354
538,LV,10076
539,TO,33336
540,JO,29931
541,MW,14563
542,NF,29273
543,JP,41900
544,BM,16456
545,FR,37083
546,SZ,22606
547,TD,22443
548,US,11554
549,CI,46647
550,PR,21114
551,MU,21487
552,IS,45036
553,PA,44405
554,LR,34459
555,RW,37634
556,SR,26087
557,TL,31520
558,LT,32592
559,TD,13220
560,TG,38853
561,PS,46601
562,NA,32262
563,SK,44489
564,EE,22685
565,LA,30080
566,YT,13153
567,CU,36190
568,UY,37821
569,PN,23680
570,SC,21032
571,AS,18163
572,GI,28784
573,MD,20800
574,MC,34594
575,SG,26715
576,KP,37201
577,GP,47319
578,HR,35126
579,HT,31259
580,BV,34376
581,TM,38291
582,LY,34897
583,DO,37924
584,FR,15370
585,LK,42159
586,GF,13130
587,FK,29142
588,BY,30337
589,TJ,28976
590,IR,35434
591,AD,33304
592,CN,23831
593,FK,14090
594,PF,25973
595,MH,38800
596,LB,34517
597,ZA,39080
598,AR,13081
599,IR,28535
600,SK,38154
601,LS,13450
602,TJ,30912
603,FK,41469
604,AU,36651
605,DM,30045
606,SR,37921
607,KI,20564
608,UG,23759
609,TH,16950
610,ST,32191
611,UG,34021
612,IN,35121
613,QA,29692
614,MV,10812
615,CA,10877
616,GN,20771
617,YE,14345
618,MA,46280
619,MY,23522
620,ET,19400
621,RO,24674
622,SJ,33091
623,MP,18400
624,KZ,33162
625,MT,45692
626,SM,36148
627,EE,14129
628,ST,19815
629,DO,10057
630,KZ,45693
631,MY,31741
632,BD,10490
633,FJ,37302
634,IT,34222
635,IS,42189
636,CM,22940
637,AU,36790
638,MN,46284
639,BF,49207
640,WF,16554
641,HM,17961
642,GN,23853
643,LR,34914
644,NF,30695
645,GA,12066
646,CC,45907
647,CN,42623
648,GM,26229
649,AF,13701
650,KI,18826
651,RE,19010
652,LI,27313
653,ET,37549
654,BI,34454
655,FK,29889
656,SD,45998
657,SN,31292
658,JO,21719
659,KN,24668
660,TG,42862
661,GR,13114
662,HR,24490
663,KZ,12783
664,MP,37765
665,SM,43966
666,BJ,40466
667,NG,41051
668,SL,17017
669,IR,34548
670,BH,27931
671,BZ,32366
672,PT,19381
673,HU,43205
674,WS,28555
675,EE,15208
676,AF,16558
677,TZ,20037
678,FO,47608
679,MP,39147
680,PW,29736
681,LV,46361
682,DK,16049
683,IR,12000
684,NC,48818
685,GG,23133
686,TV,20843
687,GG,25518
688,BG,45368
689,BM,18837
690,LV,44738
691,NZ,17974
692,MZ,20168
693,WF,37056
694,SN,44723
695,IN,15947
696,YE,43764
697,ES,40805
698,NE,48344
699,TN,44044
700,IE,16100
701,YE,12439
702,LV,29978
703,NA,46813
704,NG,46350
705,CF,35824
706,RO,34840
707,JM,27643
708,BV,34773
709,SD,27503
710,AQ,20906
711,MO,37990
712,IO,10877
713,AZ,38710
714,CU,21081
715,JE,47409
716,LK,42181
717,AU,34993
718,BA,46514
719,CN,24786
720,BB,24510
721,KY,21716
722,BD,31063
723,MZ,42423
724,GN,17596
725,VI,42863
726,AG,16295
727,AW,17206
728,PE,25162
729,AS,30994
730,KG,16696
731,EE,44772
732,PY,24465
733,DK,19545
734,TT,33295
735,JO,32897
736,HK,15901
737,FR,27098
738,KN,11717
739,MS,48784
740,MD,25234
741,IM,34735
742,LY,11141
743,ZW,22831
744,GB,23790
745,GS,16793
746,GW,39274
747,TW,23236
748,BE,27489
749,MA,20517
750,LR,11781
751,CF,42802
752,DK,24271
753,CR,15263
754,IR,34776
755,PM,16877
756,FJ,48521
757,PR,48808
758,MO,10452
759,ES,22049
760,AS,21425
761,MZ,16315
762,MC,22896
763,AL,49153
764,SD,12823
765,TF,28838
766,TR,49733
767,IR,47450
768,GQ,15742
769,HN,35713
770,MU,11389
771,MP,47230
772,TT,38427
773,PE,11721
774,RU,36105
775,MQ,49959
776,KI,22144
777,PY,44739
778,MM,32022
779,UZ,34823
780,DE,41816
781,IM,33335
782,CS,23148
783,NI,11349
784,PN,11737
785,KZ,24364
786,MC,33768
787,WF,46004
788,AN,12688
789,EH,21449
790,NF,40861
791,EC,42268
792,GN,13706
793,FM,14632
794,BE,47082
795,MO,11447
796,BJ,15865
797,LS,36231
798,CX,15440
799,TR,29145
800,CH,37148
801,TH,36608
802,EC,47348
803,NF,26520
804,SR,28700
805,MG,15775
806,NL,25624
807,CH,34119
808,VE,26799
809,FR,24081
810,MM,46417
811,CI,35842
812,IL,17907
813,NR,44983
814,LU,25314
815,BV,24425
816,FM,26324
817,CK,34712
818,GB,26281
819,GM,45923
820,TG,26096
821,NO,49746
822,GL,22184
823,IT,16558
824,AU,43410
825,LR,46502
826,SH,49382
827,CM,46463
828,OM,13810
829,LI,45426
830,PG,25062
831,ET,35996
832,SO,46339
833,IM,21191
834,AQ,11550
835,TW,22352
836,CU,46746
837,NG,18384
838,IE,12995
839,NF,46656
840,GA,31129
841,GQ,31666
842,CC,21375
843,FK,24173
844,NR,17345
845,MY,48896
846,BS,36329
847,KZ,30378
848,GT,34289
849,GG,34892
850,CZ,36758
851,SB,16318
852,ID,29054
853,ML,29739
854,MP,33810
855,CI,18075
856,YT,42060
857,PW,15220
858,UA,41107
859,PL,41363
860,AS,18895
861,VI,48162
862,NG,37251
863,SV,35096
864,KP,17813
865,ML,40045
866,PT,18321
867,BR,45621
868,PF,27604
869,NG,35731
870,LR,46743
871,CX,40321
872,BG,15572
873,GQ,16328
874,DM,20440
875,UG,23359
876,TL,22356
877,LV,22678
878,MG,33042
879,NI,18538
880,GD,24455
881,ST,48755
882,MZ,20094
883,BB,23311
884,NR,11735
885,JM,31577
886,BA,28778
887,JO,45286
888,MS,36001
889,YE,27379
890,AG,42026
891,PL,29359
892,NP,40493
893,CX,35305
894,LK,11760
895,ST,38732
896,LR,48954
897,MG,48963
898,SZ,38795
899,TH,28214
900,MQ,11393
901,KW,45689
902,LK,15825
903,GI,31572
904,KZ,21191
905,GM,29356
906,LI,28142
907,LB,29731
908,RO,26001
909,CF,49216
910,GW,38772
911,LU,27899
912,SH,38264
913,WS,49287
914,JE,30275
915,US,29123
916,IN,44860
917,TV,17510
918,TG,10617
919,BN,22291
920,AM,40530
921,BB,33661
922,FR,42314
923,WS,16039
924,CG,45823
925,CS,49139
926,HU,34156
927,GP,48439
928,CA,28294
929,BH,14685
930,BO,46272
931,HK,14525
932,VE,11375
933,BE,46041
934,SG,46199
935,AF,49699
936,MK,46492
937,MT,47557
938,BS,28799
939,VU,22185
940,TN,43523
941,VU,13515
942,BW,42129
943,JM,33502
944,CU,36366
945,KN,49734
946,MR,41935
947,GE,33386
948,GU,28911
949,ER,39891
950,BV,40128
951,NE,27155
952,AG,19472
953,UY,39643
954,YT,17771
955,SO,23562
956,CY,37679
957,MO,33635
958,BZ,38077
959,GL,23156
960,PT,13851
961,ZW,45901
962,ZA,20195
963,KE,36467
964,UG,44433
965,MO,14848
966,MM,19411
967,BZ,35575
968,MU,45508
969,CY,39949
970,AL,42027
971,KP,13684
972,PE,47504
973,VN,24345
974,CU,16553
975,DE,35972
976,OM,25031
977,IR,26706
978,AW,36196
979,TN,39533
980,MP,28545
981,NE,34210
982,AS,24575
983,NF,28698
984,DK,14143
985,GU,40636
986,BN,22058
987,AF,35573
988,TM,13593
989,RU,47258
990,SC,32111
991,ST,18323
992,MP,49937
993,AI,20252
994,HM,35582
995,MQ,27640
996,CN,39921
997,MR,19686
998,CV,11898
999,MC,25762
1000,LA,23627
1001,AW,42058
1002,GQ,42447
1003,NF,30450
1004,BE,41149
1005,TZ,42583
1006,AX,25505
1007,IO,44182
1008,BN,49418
1009,TV,24328
1010,LI,48986
1011,VU,36859
1012,TD,31002
1013,LA,47716
1014,HK,19745
1015,ES,37444
1016,BM,21139
1017,SB,32229
1018,IL,16027
1019,LV,18054
1020,AT,31468
1021,LA,35894
1022,PR,47497
1023,CN,45804
1024,TR,27178
1025,HM,42694
1026,BG,22622
1027,VN,35664
1028,GD,40816
1029,SB,25578
1030,HK,35520
1031,NA,40267
1032,BT,39670
1033,TD,10056
1034,GA,14149
1035,IL,11752
1036,SJ,16635
1037,CU,46099
1038,FM,36756
1039,YE,16778
1040,AO,23474
1041,AU,34654
1042,RE,11349
1043,MT,46132
1044,WF,22481
1045,AI,33781
1046,BM,44715
1047,PM,27693
1048,KR,13883
1049,TZ,15162
1050,KH,27094
1051,MA,15531
1052,MT,33310
1053,KW,47250
1054,PH,35150
1055,FI,11725
1056,RO,28769
1057,CS,47912
1058,PW,29901
1059,IO,29283
1060,KR,20780
1061,NG,25765
1062,KZ,40564
1063,DE,37619
1064,MR,25461
1065,AM,33115
1066,BF,37152
1067,GI,19576
1068,TO,33368
1069,KH,47445
1070,LC,12457
1071,TZ,28899
1072,VU,24967
1073,BR,26721
1074,NZ,20018
1075,AT,12040
1076,BT,28296
1077,NE,34162
1078,HR,39104
1079,UM,35801
1080,SA,11814
1081,RW,15393
1082,BT,22519
1083,LY,46832
1084,CV,39608
1085,AT,43752
1086,TC,30759
1087,GT,37730
1088,GB,41937
1089,PH,49431
1090,JP,13733
1091,LA,41600
1092,TO,36667
1093,IN,42126
1094,CV,13353
1095,TF,42585
1096,GF,39548
1097,CC,42585
1098,SL,31810
1099,UG,15442
1100,SO,23397
1101,MW,10489
1102,LC,37948
1103,ER,16999
1104,PY,29345
1105,TZ,16504
1106,AG,11278
1107,KR,27921
1108,YT,44899
1109,RW,15935
1110,ZM,20747
1111,YE,26209
1112,DE,41701
1113,CZ,25101
1114,UG,44728
1115,CD,45699
1116,PW,26260
1117,SM,36352
1118,IL,19738
1119,DO,41855
1120,JE,16230
1121,CR,23460
1122,EH,21768
1123,SB,30380
1124,KE,30490
1125,LA,32572
1126,VI,25928
1127,SB,37161
1128,EH,41895
1129,CZ,22997
1130,CR,25632
1131,ES,35895
1132,RW,20757
1133,SL,28082
1134,ST,22949
1135,KY,22405
1136,SY,41987
1137,GI,13290
1138,IS,23519
1139,ER,19376
1140,GW,38148
1141,AE,47361
1142,LC,49861
1143,GL,21237
1144,US,33407
1145,BS,30281
1146,YE,46908
1147,BG,41832
1148,GH,29554
1149,TD,36149
1150,NI,11579
1151,CZ,33920
1152,GW,13385
1153,MZ,30421
1154,AT,15766
1155,MV,20546
1156,HK,46729
1157,TJ,22037
1158,CV,46709
1159,SL,39382
1160,FK,37300
1161,ML,19178
1162,GT,35633
1163,TK,29917
1164,VN,34433
1165,CU,14456
1166,MN,20391
1167,CX,20765
1168,BA,12921
1169,AN,48698
1170,WF,22735
1171,SJ,33529
1172,BB,32263
1173,GF,37846
1174,GH,41325
1175,GT,37748
1176,MA,12961
1177,LR,37545
1178,AF,10681
1179,PE,23168
1180,KR,15177
1181,AL,40809
1182,YT,15890
1183,BI,23921
1184,RO,28746
1185,CS,30250
1186,LK,44124
1187,NF,44617
1188,NI,24464
1189,DO,27676
1190,SI,46217
1191,UG,23762
1192,AS,33192
1193,KM,14812
1194,TN,24574
1195,TC,12453
1196,TO,44526
1197,NO,11884
1198,SH,10627
1199,AM,20020
1200,BB,20123
1201,GB,37806
1202,TJ,15555
1203,ZM,40552
1204,BW,48975
1205,DK,12708
1206,NP,39310
1207,LK,34807
1208,MC,26332
1209,LT,44188
1210,IN,17466
1211,MH,35977
1212,DM,32398
1213,EE,24285
1214,AR,47320
1215,UM,31870
1216,ET,26761
1217,UY,23783
1218,OM,30406
1219,IN,27578
1220,LB,39347
1221,GE,16517
1222,CD,16192
1223,TZ,17380
1224,BN,10940
1225,CA,45877
1226,ID,27904
1227,MD,44365
1228,EC,10545
1229,DE,23130
1230,UY,27461
1231,OM,26161
1232,TF,17077
1233,LI,45958
1234,BO,29048
1235,TR,12815
1236,AN,35485
1237,SM,40524
1238,NR,15021
1239,SZ,29923
1240,AO,12298
1241,TW,26875
1242,FK,19545
1243,MV,33561
1244,KM,47642
1245,HM,29820
1246,AW,32450
1247,UM,29003
1248,PH,16344
1249,IS,45378
1250,VU,36801
1251,NF,37048
1252,AU,49962
1253,AG,48991
1254,GS,13591
1255,NC,44530
1256,SK,16584
1257,TK,21253
1258,PN,34152
1259,CY,23539
1260,AD,48891
1261,NI,17081
1262,CV,37368
1263,AS,26005
1264,GH,40339
1265,PS,48974
1266,ST,38206
1267,MH,15196
1268,OM,47203
1269,NU,13148
1270,GN,27352
1271,YE,40973
1272,PH,20832
1273,SD,26124
1274,DZ,20013
1275,FJ,47469
1276,AQ,36610
1277,CK,35082
1278,FJ,19358
1279,MK,38271
1280,YT,18439
1281,MX,44370
1282,IL,45788
1283,FI,20444
1284,PW,45109
1285,AX,28883
1286,AN,46611
1287,MS,44351
1288,WF,46358
1289,PL,48058
1290,IE,22022
1291,CK,40279
1292,CV,25954
1293,IQ,38613
1294,HU,22061
1295,AF,14755
1296,TK,29044
1297,CH,33528
1298,IE,20378
1299,KG,31420
1300,LU,24609
1301,MP,13592
1302,LV,34326
1303,NL,40005
1304,EH,40367
1305,CG,44566
1306,FM,39255
1307,ZW,15119
1308,VG,18438
1309,PT,33422
1310,AU,11638
1311,CF,30105
1312,NR,44658
1313,GU,34352
1314,DM,43979
1315,SA,30646
1316,MO,21183
1317,NC,49907
1318,KR,37501
1319,BF,45604
1320,GI,19883
1321,GL,37526
1322,AO,42851
1323,IE,26211
1324,WF,18862
1325,MT,49318
1326,IT,20255
1327,BF,41805
1328,GE,14429
1329,ES,15459
1330,AN,46939
1331,MW,19894
1332,JO,16909
1333,CR,32472
1334,BB,41976
1335,HN,39940
1336,MY,48779
1337,HN,21417
1338,GN,39367
1339,MN,24906
1340,BZ,44675
1341,AM,38100
1342,MV,19516
1343,BT,31742
1344,BA,25442
1345,ID,48647
1346,KE,34365
1347,TM,10746
1348,GY,30694
1349,YE,24321
1350,KG,47747
1351,VG,14204
1352,GF,21122
1353,BN,41097
1354,AN,28146
1355,CI,35023
1356,BM,17268
1357,AW,10489
1358,TT,11292
1359,BJ,44400
1360,IE,28345
1361,BE,17924
1362,WS,32928
1363,LC,40888
1364,IO,14764
1365,AO,44383
1366,GW,14850
1367,EH,36362
1368,UG,10517
1369,NA,15489
1370,FR,32301
1371,HN,21530
1372,MN,49980
1373,MD,32579
1374,GU,41004
1375,CH,44271
1376,TT,20107
1377,TF,41645
1378,BE,23347
1379,PY,43538
1380,AE,44192
1381,AL,41195
1382,PH,47263
1383,JM,37130
1384,PL,13603
1385,LT,37345
1386,MG,12034
1387,CX,49428
1388,AE,11217
1389,GL,12388
1390,CS,35940
1391,NI,48305
1392,NF,12808
1393,TH,40712
1394,NL,21456
1395,DJ,38833
1396,IN,10904
1397,SZ,18855
1398,RW,48614
1399,AM,20971
1400,DJ,34856
1401,RW,22385
1402,EC,44410
1403,MP,15504
1404,BD,15057
1405,SG,46541
1406,YE,48434
1407,KW,34465
1408,BG,40418
1409,CU,16291
1410,TW,42561
1411,SJ,29099
1412,KZ,25524
1413,GM,10250
1414,GG,36928
1415,HM,44714
1416,FI,40245
1417,LK,23540
1418,IL,27840
1419,AM,36755
1420,DK,15022
1421,BR,44603
1422,NP,24616
1423,KP,34630
1424,CX,38471
1425,CG,20109
1426,MC,44145
1427,NR,48394
1428,GM,46560
1429,TC,47909
1430,TL,41655
1431,NU,19765
1432,ZW,46252
1433,CI,35878
1434,SO,36270
1435,BR,15581
1436,GA,41966
1437,PF,33588
1438,NR,13258
1439,IE,25767
1440,EE,49724
1441,NZ,32830
1442,VN,41843
1443,CH,22068
1444,ZW,21221
1445,NI,39614
1446,GF,48197
1447,ML,41352
1448,BW,41196
1449,ES,22471
1450,CR,49056
1451,HN,46749
1452,LC,13977
1453,AD,24296
1454,MH,46701
1455,AU,14784
1456,SB,48610
1457,MK,10500
1458,SK,17766
1459,VU,17723
1460,RU,46305
1461,PK,24474
1462,KY,29496
1463,MD,30360
1464,MZ,33689
1465,SC,42919
1466,TH,19423
1467,LT,19529
1468,YT,10469
1469,MV,33043
1470,TL,45743
1471,CL,29029
1472,MO,32305
1473,CC,46566
1474,AS,30689
1475,GW,18217
1476,DZ,26925
1477,CO,21537
1478,LC,18833
1479,GR,49577
1480,SR,25385
1481,HU,36789
1482,KH,41871
1483,SY,13366
1484,AO,33116
1485,EC,16749
1486,KP,29696
1487,SR,13101
1488,ZA,36311
1489,BR,49568
1490,NL,20704
1491,TR,28382
1492,SJ,28316
1493,HU,35457
1494,ER,47863
1495,GN,36178
1496,ES,21387
1497,NL,36662
1498,SA,30221
1499,CV,13063
1500,MS,15654
1501,CN,34863
1502,AD,32680
1503,ZM,42391
1504,WF,16764
1505,MZ,12017
1506,PT,43266
1507,MA,31477
1508,CK,38833
1509,IS,37750
1510,KG,11996
1511,EG,46367
1512,JO,32998
1513,UZ,37496
1514,AF,37492
1515,VE,46924
1516,CU,10626
1517,MY,26776
1518,MX,43486
1519,PH,21312
1520,LB,26978
1521,BG,41779
1522,KE,18848
1523,LC,34810
1524,AT,10934
1525,CZ,44997
1526,PT,27090
1527,NG,30950
1528,AD,23904
1529,CR,41677
1530,SE,36248
1531,BM,41761
1532,GE,29857
1533,KN,26112
1534,CK,12986
1535,NP,19008
1536,PS,20603
1537,LU,19620
1538,RE,15243
1539,IQ,39777
1540,PY,18048
1541,WS,45666
1542,LY,36185
1543,GN,10745
1544,BM,39977
1545,DE,45959
1546,WS,36462
1547,TN,41609
1548,IR,23709
1549,TC,22863
1550,NA,49815
1551,MN,34266
1552,AS,28115
1553,MZ,44454
1554,EC,39761
1555,AX,12367
1556,AF,13662
1557,SL,13929
1558,IM,13759
1559,PE,35321
1560,SG,44220
1561,GN,24191
1562,AW,23861
1563,NE,33971
1564,BO,19986
1565,GT,24759
1566,SG,43292
1567,SC,14348
1568,CI,47318
1569,GH,18497
1570,CD,19827
1571,PL,38151
1572,AR,11686
1573,AG,17616
1574,FJ,23178
1575,VI,25173
1576,CK,48736
1577,CI,42159
1578,AU,22233
1579,SM,19549
1580,KZ,34441
1581,SJ,20948
1582,PE,10540
1583,KM,44355
1584,AR,44230
1585,DK,17810
1586,UG,47662
1587,MT,48473
1588,SY,40861
1589,FI,47073
1590,BB,40795
1591,TD,26773
1592,BV,42985
1593,KE,19042
1594,MT,16943
1595,IT,17996
1596,NP,28885
1597,SY,29443
1598,KE,16354
1599,KN,28036
1600,VG,12184
1601,VA,14476
1602,AD,42013
1603,BY,12104
1604,YE,34483
1605,ZW,23479
1606,MC,20953
1607,HK,35062
1608,CI,42994
1609,EC,18845
1610,CO,39202
1611,LT,26747
1612,CN,33047
1613,SJ,18773
1614,BE,49392
1615,TC,44873
1616,LI,48196
1617,VG,10452
1618,ZA,16965
1619,GP,28416
1620,NG,22667
1621,GM,10935
1622,LC,12068
1623,IQ,47888
1624,NA,39206
1625,US,19226
1626,MG,10681
1627,BN,14603
1628,IQ,29384
1629,MP,35658
1630,AS,15955
1631,CK,23826
1632,MO,46832
1633,NI,19168
1634,MN,49605
1635,YT,43830
1636,TT,27603
1637,TC,41335
1638,TJ,24923
1639,KW,12462
1640,CF,40780
1641,LK,34976
1642,MU,40279
1643,AR,12966
1644,BO,47851
1645,DM,37566
1646,MR,41046
1647,LB,42660
1648,TL,38835
1649,LA,11955
1650,NR,12671
1651,SO,12509
1652,GB,17778
1653,LC,15385
1654,GR,26010
1655,BM,44431
1656,TZ,36392
1657,PS,11341
1658,VN,43024
1659,TV,39070
1660,FK,19825
1661,CF,41315
1662,US,25897
1663,IT,18792
1664,YT,27412
1665,NG,42841
1666,LU,35595
1667,PY,30160
1668,IO,15690
1669,BV,33791
1670,IL,28540
1671,SB,49609
1672,ES,31370
1673,KN,46989
1674,GM,18785
1675,NR,29627
1676,SO,19346
1677,FK,43674
1678,GB,44317
1679,CX,35528
1680,NU,19099
1681,MH,42997
1682,IM,42470
1683,NG,36790
1684,IS,38513
1685,MU,11761
1686,IN,32162
1687,GG,18399
1688,IL,15219
1689,SL,33704
1690,YT,37303
1691,LR,33784
1692,BJ,30580
1693,CH,21966
1694,BD,22306
1695,FR,11887
1696,SB,30970
1697,KP,48019
1698,KI,23634
1699,AF,35112
1700,TL,39231
1701,AU,24544
1702,TL,10051
1703,HU,44795
1704,LC,41679
1705,TN,44587
1706,IN,13844
1707,SJ,20729
1708,PF,34924
1709,LT,48270
1710,KH,22291
1711,CA,46716
1712,HN,13038
1713,VE,11911
1714,NO,21028
1715,VE,32022
1716,NI,16149
1717,PE,19829
1718,KZ,23956
1719,SB,26578
1720,JM,38984
1721,SI,25598
1722,KI,47575
1723,GW,10788
1724,RE,14158
1725,TF,31385
1726,ZW,11956
1727,MD,43170
1728,PT,25106
1729,MK,15844
1730,CC,23033
1731,GD,28545
1732,CC,32589
1733,BZ,28973
1734,AO,26692
1735,PS,18293
1736,AQ,35393
1737,AR,36719
1738,MW,44143
1739,MQ,34497
1740,MN,32463
